input,_id
"Which film has the director who was born later, Steele Of The Royal Mounted or Beauty No. 2?",9cda7c350b304bb4031d1f45de52bd897f0c79fb16aeafb8
Do both directors of films Mr. And Mrs. Iyer and Ponnu Veetukkaran have the same nationality?,49f7b1a3cba0780245fe5dd975a3d396cf0301be50fe624c
Where was the performer of song Greatest Love (Ciara Song) born?,00e8a018b17073a175614172e73871939a3b2ac4ca0c71c0
"Which film whose director was born first, Kuei-Mei, A Woman or A Castle In Italy?",24144554a83a55c968553f1def746d606e45881afe44feff
"Who is Philipp I, Count Of Hanau-Münzenberg's maternal grandfather?",655fc29d0115a80d33282ccc52486416f3e2225f30f645c2
What is the cause of death of director of film Love On The Ground?,97dd525d6b0d91e4d483f22988607e87048cfe088af93d80
Who is the spouse of the director of film Jimmy Gallu?,cca264d7bde411c4959eb2e5fb33d9689ffb893184b023d8
"Which one was established first, The Gravity Group or Victoria'S Secret?",90c0b94b55bd4b31318d1fe53ac681eac695021547503740
Who is Margaret Hughes's father-in-law?,d3624780a9e9ffd5d7685f3f14e4df5d2a52601c151067fa
Are Ed Stelmach and Jack Goohsen of the same nationality?,0e0bc7878677a1e7602253b2c26f6f96e58bc454b2b03ab8
What is the place of birth of David Hyrum Smith's father?,a12cab6db102d0096a60793a7681384930172b9f66642b88
"Where does the director of film L'Arbre, Le Maire Et La Médiathèque work at?",ff2da93ebf68b5f17fc7a7ba517067923702187fa561f91a
"Who is Joan Of France, Duchess Of Brittany's maternal grandmother?",ee5d9f9d86e7e98659e3e81baff53f13807147550593b3bb
Where was the director of film War Of The Buttons (1994 Film) born?,4ced3912f614aca56f95eb0431c22e53c24c05717bf75f62
Where was the performer of song Wee Wee Hours born?,38ef6500ef63554606cf0cbea9d2a1839d2c162ddee3d5e3
What is the place of birth of the composer of song Bullet (Misfits Song)?,889a1f36f923d982676936ef5e04a451058981bc3ebdb614
What is the place of birth of the founder of university University Of Los Andes (Colombia)?,99f20fa9a6c649ab2d8158e55dec3f11a62ff85ccc4bfd06
Where does Olaf Iii Of Norway's father work at?,ae89a74d85721669f0befd1330ce01155e78286c2f487b0c
"Which film came out earlier, Terminator 3: Rise Of The Machines or The Adventures Of Nellie Bly?",a827b18fdd282f4927917274185947356b3ad903c4cb1138
What is the cause of death of performer of song Just Playing (Dreams)?,151426237d6b0e7678191426593135623644541aba08e8ad
"Which film has the director died later, Tenth Avenue Angel or Brink Of Life?",7de7d760b636aee90f01cbc0d33fcd4f3029bfbe12edf862
Where did Miguel I Of Portugal's mother die?,9586d46352803a35f5726af431ea649bdd71efec91590036
"Which film was released more recently, A Gamble With Hearts or Lethal Weapon 2?",45455a25fccc87732be135d786a3e41c36476ac878aca6a2
"Which film has the director who died earlier, Santa And The Fairy Snow Queen or Hearts In Bondage?",d6513ef664a26614629e878672c0ce2d7dd0f40c01592b85
"Which film has the director who was born later, Je Suis Né D'Une Cigogne or The Legend Of Bagger Vance?",df369bbc837532888f001476535df2eb80cdbfaed0c6f294
Who is Bohemond Iv Of Antioch's paternal grandmother?,005c463249f9b25799798627fade1ca97e3dede4f8245a23
What is the place of birth of Frankie Bridge's husband?,de12796f0b44192fa49330a70a956b53668b09b95a2e72d1
Where was the performer of song Believe It (Meek Mill Song) detained?,8086467ebb712146e7215eb1656245f9901dad34f6931fdf
Where was the place of death of Yazid Iii's father?,4072ff277a7ef3ebd671ad0df389adb782f316051dec1edf
Who is Rose Schlossberg's father?,e367499fba5b229051bc79021a1ad30bbd066b1f89c277f6
"Who is the father-in-law of Maria Manuela, Princess Of Portugal?",5ed74e008cbf844474db3cd9bd66a56434e7673185737175
What is the place of birth of Joely Collins's father?,a90876cb94542570afab3b1ecc9632b46ed73f0c703edb79
Where did the director of film India Speaks die?,3809f116856e090121b8d2d54cb0416076a8916013f06997
Are both directors of films Escape From East Berlin and A Place In The Sun (Film) from the same country?,ee5c0b8fe31f40bbf2579439858229041ea769a46d82f49b
Who is Sun Luyu's paternal grandfather?,247aec3a792a00436b8b371eb86bbe6e46bdc5f05029c7e8
What is the place of birth of Patricia Kennedy Lawford's father?,a19b5039e3aa94a03697678cc751b306232b2a7aa4c2b3c0
What is the place of birth of the director of film My Case?,3028780b1d61923e9791e81da2147de86a3be9e559e3bd73
"Which film has the director born first, The Favor (1994 Film) or Heaven Knows, Mr. Allison?",8419d7b9bbd7db822732f59dca410050121aa69c36964cf1
Who is the spouse of the director of film På Solsiden?,4cd06c998601679deb329a164b76914224ddd81d133d052a
Who is the mother of the founder of Waitrose Duchy Organic?,c5521b710d470612448ccb7e77d6c161b5f28f159d12af3e
Are director of film The Girl In The Sneakers and director of film Long Pants both from the same country?,718f63a7f06993d0dc1632cb0114348dceb9897f821c2d55
Who is the spouse of the director of film Rodney Steps In?,5679a28af119c49eef128407fce019942c46a7bfb755b130
Where was the director of film The Heart Of The World born?,e5dd7853e4698d1605ac8993911f1dd498a8229cce0fb842
What nationality is Godan Khan's father?,0874617ba73c23542f0abc0a68c4792cf2c535bbec0e11b5
"Which film was released more recently, State Rowdy or Spy Kids 2: The Island Of Lost Dreams?",3217ac618975993bd935ed6711f8aeaa1b310d4157667829
What nationality is the director of film Civil Brand?,df9e21637eedca8ff688f26f20ae83e7883c92575a225130
What nationality is Rajaraja Ii's father?,31cd60e0e4f7769a631584652127f3f626f55edc8d85887a
Who is the maternal grandmother of Prince Feodor Alexandrovich Of Russia?,cdca45dc9a7a450ca91719626f641a58e92a5ce2e3fbe767
Who is the paternal grandfather of Shahrbanu?,87932b85c9972f32d1e88477d93d8115a87d42eaf0091ee9
What is the place of birth of the performer of song If You Want To Be My Woman?,d4b716f9cc9884457dbe3369ee030d8b2c0e39a26036c592
Where did the composer of song Nocturne (Britten) die?,6db754cfbd5b3e680c13bee29dec733d35be7d4fe0f46b36
"Which film has the director died earlier, Frankenstein 90 or Messenger Of Death?",1c58a30eb49959465cf6b97dc7e86d22b05436c8813c9499
Do Shari Roman and Stately Wayne Manor share the same nationality?,947f3484b4e4e37f04811bf3de2685b71145510a3fdbf906
Do both Extract (Film) and Thou Wast Mild And Lovely films have the directors from the same country?,54afee9afec7cd7053b95b1f9c63f196392fd26653c0824e
What is the cause of death of performer of song Things Done Changed?,01f2daeaf538f2fe512ea44ea999e66a1b190a1b1d283ddf
What is the place of birth of Philip Willkie's father?,3605abcc4f4de1deab21d77ea9de019d736e6b9331123370
Where was the husband of Nagammai born?,215c97da09f739be0c873d0a2496a5fe5490e0bd2da665e5
Where was the place of death of Maurice De Saxe's father?,c8196f55c719e2e4e3b10439d7b124a90f9f4b3c1cd39db9
Where does Emmy Göring's husband work at?,c5b6ca14b3a40c33643e1d1bccb55a7898e9db8bda5780b8
"Which film has the director died earlier, Ludwig Ii, King Of Bavaria or Meyer From Berlin?",f1b27c9b1e5e3c79b01d560da3336cafba5dd2db5f475845
What is the award that the composer of song I'M One earned?,081c47a97a4d7be7bdce61ef84d30fc6bb33ca65c913523b
Are Big Pal and The Invisible Man Attacks from the same country?,83c9affafe86b9685bac3a6f08866e566f30993f94ae0f34
Who is the father of the composer of song I Miss You (Miley Cyrus Song)?,4b564dc097e7bbbd647ac1a6e70a11ab76351cc8415a733f
Where did Brooklyn Sudano's mother die?,9c97734975e213c99c7db7454cbe8f847934f5525772f95b
Who is the mother of the performer of song Feel Good (Robin Thicke Song)?,690049a1a7cf75590b79f2c8cb48fb2fa62b3d6880c70aa4
Who is the mother-in-law of Hafsa Hatun?,91e951fe724d2850c40cfc8c0ad4357f5ab5a6068ab7f6e6
Where was the father of Alexei Antonovich Of Brunswick born?,051d0c0da566fd0fe1d29d5d4916b118c73d76d0ae78a215
"Where was the place of death of Elizabeth Fitzalan, Duchess Of Norfolk's husband?",bf38d1ee9dcb2c26f2a55cde167dae2eeb4047687079a45a
